t,model,average,arc,hellaswag,mmlu,truthfulqa,winogrande,gsm8k,type,architecture,weight_type,precision,merged,hub_license,params_b,hub_hearts,available_on_the_hub,model_sha,flagged,moe,date,fullname,url
🔶,fblgit/UNA-SOLAR-10.7B-Instruct-v1.0,74.2,70.56,88.18,66.08,72.05,83.66,64.67,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,TRUE,cc-by-nc-nd-4.0,10,16,TRUE,08d3f07da7160e9657630ba98531850905619def,TRUE,TRUE,2023-12-22T05:14:32Z,fblgit/UNA-SOLAR-10.7B-Instruct-v1.0,https://huggingface.co/fblgit/UNA-SOLAR-10.7B-Instruct-v1.0
💬,cloudyu/Venus_DPO_50,74.2,70.73,88.47,66.3,72.63,83.43,63.61,"💬 chat models (RLHF, DPO, IFT, ...)",MixtralForCausalLM,Original,bfloat16,TRUE,mit,19,0,FALSE,750695fe8e57714551d261b8c101a594c634d5b9,TRUE,TRUE,2024-01-21T14:48:42Z,cloudyu/Venus_DPO_50,https://huggingface.co/cloudyu/Venus_DPO_50
💬,bhavinjawade/SOLAR-10B-Nector-DPO-Jawade,74.19,71.33,88.62,66.22,70.92,83.43,64.59,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,TRUE,mit,10,1,TRUE,669f8f726fac4a588ced06a4da3959eb8ca20f9f,TRUE,TRUE,2024-01-14T20:15:14Z,bhavinjawade/SOLAR-10B-Nector-DPO-Jawade,https://huggingface.co/bhavinjawade/SOLAR-10B-Nector-DPO-Jawade
🔶,shadowml/Mixolar-4x7b,74.18,71.08,88.44,66.29,71.81,83.58,63.91,🔶 fine-tuned on domain-specific datasets,MixtralForCausalLM,Original,float16,FALSE,apache-2.0,36,3,TRUE,5a1b8a9c8df923c7c0e38fe9e534f73968603030,TRUE,FALSE,2024-01-15T08:04:10Z,shadowml/Mixolar-4x7b,https://huggingface.co/shadowml/Mixolar-4x7b
💬,GreenNode/GreenNodeLM-7B-v4leo,74.18,71.25,88.24,65.01,69.65,82.32,68.61,"💬 chat models (RLHF, DPO, IFT, ...)",Unknown,Original,float16,TRUE,"",7,0,FALSE,9286f6fac1df497203e110070322c93dab33fdd2,FALSE,TRUE,2023-12-16T18:24:40Z,GreenNode/GreenNodeLM-7B-v4leo,https://huggingface.co/GreenNode/GreenNodeLM-7B-v4leo
💬,liminerity/Blur-7b-v1.21,74.18,70.82,88.07,64.85,67.99,83.82,69.52,"💬 chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,Original,bfloat16,FALSE,apache-2.0,7,0,TRUE,eaaab73b3cf4860b589a86c32b5e5865a6dc1f13,FALSE,TRUE,2024-01-18T04:42:15Z,liminerity/Blur-7b-v1.21,https://huggingface.co/liminerity/Blur-7b-v1.21
🔶,fblgit/una-xaberius-34b-v1beta,74.18,70.39,86.77,78.15,61.45,84.93,63.38,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,TRUE,cc-by-nc-nd-4.0,34,84,TRUE,233b63015f389d0023cfa21727632b340cadbdb5,FALSE,TRUE,2023-12-05T09:17:38Z,fblgit/una-xaberius-34b-v1beta,https://huggingface.co/fblgit/una-xaberius-34b-v1beta
🤝,seyf1elislam/WestKunai-X-7b,74.18,71.08,87.86,65.42,68.01,82.87,69.83,🤝 base merges and moerges,MistralForCausalLM,Original,bfloat16,TRUE,"",7,0,FALSE,ca07b7bea2f28538d4112c989b1e4402c96c17ef,TRUE,TRUE,2024-03-07T15:12:32Z,seyf1elislam/WestKunai-X-7b,https://huggingface.co/seyf1elislam/WestKunai-X-7b
💬,kyujinpy/Sakura-SOLRCA-Math-Instruct-DPO-v2,74.17,71.25,88.52,66.13,72.16,83.03,63.91,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,TRUE,cc-by-nc-sa-4.0,10,4,TRUE,c994171eefa80df644e31ac01c1ee2d9e5546d99,FALSE,TRUE,2023-12-27T15:08:18Z,kyujinpy/Sakura-SOLRCA-Math-Instruct-DPO-v2,https://huggingface.co/kyujinpy/Sakura-SOLRCA-Math-Instruct-DPO-v2
💬,kyujinpy/Sakura-SOLAR-Instruct-DPO-v2,74.14,70.9,88.41,66.48,71.86,83.43,63.76,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,TRUE,cc-by-nc-sa-4.0,10,2,TRUE,7f45a1ed9ca0f88b9ec23aa9b6202e8783ab35ac,FALSE,TRUE,2023-12-24T19:03:40Z,kyujinpy/Sakura-SOLAR-Instruct-DPO-v2,https://huggingface.co/kyujinpy/Sakura-SOLAR-Instruct-DPO-v2
🤝,ozayezerceli/Lowke-2x7B-v1,74.14,71.5,87.3,64.4,72.67,82.08,66.87,🤝 base merges and moerges,MixtralForCausalLM,Original,float16,TRUE,"",12,0,FALSE,384d5117486aa7956943024cb2d821e1b9643cc2,TRUE,TRUE,2024-03-28T00:23:18Z,ozayezerceli/Lowke-2x7B-v1,https://huggingface.co/ozayezerceli/Lowke-2x7B-v1
🔶,abacusai/Liberated-Qwen1.5-72B,74.13,65.7,84.62,77.13,60.64,83.03,73.69,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,Original,bfloat16,TRUE,other,72,80,TRUE,8761e9acb20bc475c095455fd754bf632e0f88f0,TRUE,FALSE,2024-03-04T19:59:29Z,abacusai/Liberated-Qwen1.5-72B,https://huggingface.co/abacusai/Liberated-Qwen1.5-72B
🔶,ConvexAI/Seraphim-8x10.7B-bf16,74.13,71.16,88.68,66.26,70.66,83.5,64.52,🔶 fine-tuned on domain-specific datasets,MixtralForCausalLM,Original,float16,FALSE,apache-2.0,69,3,TRUE,24a09bb2a8addae43f82106d405b6dc39072759c,TRUE,FALSE,2024-01-19T20:00:41Z,ConvexAI/Seraphim-8x10.7B-bf16,https://huggingface.co/ConvexAI/Seraphim-8x10.7B-bf16
💬,kyujinpy/Sakura-SOLRCA-Math-Instruct-DPO-v1,74.13,71.25,88.48,66.21,72.12,82.87,63.84,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,TRUE,cc-by-nc-sa-4.0,10,0,TRUE,60e68b717f30144757b2e51d1db879c0c628f128,FALSE,TRUE,2023-12-27T15:08:30Z,kyujinpy/Sakura-SOLRCA-Math-Instruct-DPO-v1,https://huggingface.co/kyujinpy/Sakura-SOLRCA-Math-Instruct-DPO-v1
🔶,ConvexAI/Seraphim-8x10.7B-bf16,74.12,70.99,88.72,66.16,70.77,83.74,64.37,🔶 fine-tuned on domain-specific datasets,MixtralForCausalLM,Original,bfloat16,FALSE,apache-2.0,69,3,TRUE,24a09bb2a8addae43f82106d405b6dc39072759c,TRUE,FALSE,2024-01-19T20:03:54Z,ConvexAI/Seraphim-8x10.7B-bf16,https://huggingface.co/ConvexAI/Seraphim-8x10.7B-bf16
💬,mlabonne/NeuralDaredevil-7B,74.12,69.88,87.62,65.12,66.85,82.08,73.16,"💬 chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,Original,float16,FALSE,cc-by-nc-4.0,7,29,TRUE,f03ff71ca0b07edccda0d2f407049dcf18edfb4d,TRUE,TRUE,2024-01-15T23:53:45Z,mlabonne/NeuralDaredevil-7B,https://huggingface.co/mlabonne/NeuralDaredevil-7B
💬,dddsaty/SOLAR-Instruct-ko-Adapter-Attach,74.11,71.08,88.2,66.09,71.51,83.5,64.29,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,TRUE,cc-by-nc-4.0,10,0,TRUE,c2519bf48d73f5751cfecfe2c4c796fbcb73c390,TRUE,TRUE,2024-01-29T05:50:49Z,dddsaty/SOLAR-Instruct-ko-Adapter-Attach,https://huggingface.co/dddsaty/SOLAR-Instruct-ko-Adapter-Attach
🔶,macadeliccc/SOLAR-10.7b-Instruct-truthy-dpo,74.11,72.1,88.44,65.45,76.75,82.72,59.21,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,cc,10,4,TRUE,31bbd3c348400c942a33c1f952dca8e7125996b7,TRUE,TRUE,2024-01-30T05:49:58Z,macadeliccc/SOLAR-10.7b-Instruct-truthy-dpo,https://huggingface.co/macadeliccc/SOLAR-10.7b-Instruct-truthy-dpo
🔶,abacusai/Liberated-Qwen1.5-72B,74.11,65.7,84.58,77.08,60.56,83.11,73.62,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,Original,float16,TRUE,other,72,80,TRUE,8761e9acb20bc475c095455fd754bf632e0f88f0,TRUE,FALSE,2024-03-04T19:59:23Z,abacusai/Liberated-Qwen1.5-72B,https://huggingface.co/abacusai/Liberated-Qwen1.5-72B
🔶,cloudyu/19B_MATH_DPO,74.1,71.08,88.43,66.25,72.11,82.95,63.76,🔶 fine-tuned on domain-specific datasets,MixtralForCausalLM,Original,bfloat16,TRUE,other,19,0,TRUE,0a25a243957b41c7ac8d59af50294547151ae621,TRUE,FALSE,2024-01-30T09:08:20Z,cloudyu/19B_MATH_DPO,https://huggingface.co/cloudyu/19B_MATH_DPO
💬,Eric111/openchat-3.5-0106-128k-DPO_dpo-binarized-NeuralTrix-7B,74.09,70.99,87.06,65.57,68,82.87,70.05,"💬 chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,Original,bfloat16,FALSE,apache-2.0,7,3,TRUE,e511b6a307d23c2a24bc7460231714ea7d0bee02,TRUE,TRUE,2024-03-01T18:46:53Z,Eric111/openchat-3.5-0106-128k-DPO_dpo-binarized-NeuralTrix-7B,https://huggingface.co/Eric111/openchat-3.5-0106-128k-DPO_dpo-binarized-NeuralTrix-7B
🤝,allknowingroger/StarlingMaxLimmy2-7B-slerp,74.08,70.56,87,65.37,70.47,82.08,68.99,🤝 base merges and moerges,MistralForCausalLM,Original,bfloat16,FALSE,apache-2.0,7,0,TRUE,5e91d53f7f13e1311b8ad95b24922156a002ed00,TRUE,TRUE,2024-04-10T18:15:40Z,allknowingroger/StarlingMaxLimmy2-7B-slerp,https://huggingface.co/allknowingroger/StarlingMaxLimmy2-7B-slerp
🔶,Kukedlc/Neural-Cosmic-Boy-7B-slerp,74.08,70.48,87.65,64.92,67.1,82,72.33,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,FALSE,apache-2.0,7,1,TRUE,2335ab666bac2723188a3b35fc27be9306a3057c,TRUE,TRUE,2024-02-18T03:11:36Z,Kukedlc/Neural-Cosmic-Boy-7B-slerp,https://huggingface.co/Kukedlc/Neural-Cosmic-Boy-7B-slerp
🤝,BryanSwk/LaserPipe-7B-SLERP,74.08,70.82,87.88,64.77,65.34,83.27,72.4,🤝 base merges and moerges,MistralForCausalLM,Original,float16,FALSE,cc-by-nc-4.0,7,3,TRUE,0c27fcb6770f2225e4dcc2277b8618e03810427e,TRUE,TRUE,2024-02-07T14:36:20Z,BryanSwk/LaserPipe-7B-SLERP,https://huggingface.co/BryanSwk/LaserPipe-7B-SLERP
💬,dhanushreddy29/BrokenKeyboard,74.08,71.25,88.34,66.04,71.36,83.19,64.29,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,TRUE,cc-by-nc-4.0,10,3,TRUE,c03dfcda5d45ea4c518bd14641d9604726e00477,TRUE,TRUE,2024-01-12T05:41:41Z,dhanushreddy29/BrokenKeyboard,https://huggingface.co/dhanushreddy29/BrokenKeyboard
🔶,brucethemoose/SUS-Bagel-200K-DARE-Test,74.07,68.09,85.38,76.98,61.2,83.5,69.29,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,FALSE,other,34,2,TRUE,063c5412143468d6408b6b8122ec925c0baa0add,TRUE,TRUE,2024-01-11T19:17:46Z,brucethemoose/SUS-Bagel-200K-DARE-Test,https://huggingface.co/brucethemoose/SUS-Bagel-200K-DARE-Test
🤝,ichigoberry/MonarchPipe-7B-slerp,74.07,69.97,87.66,65.3,66.4,81.69,73.39,🤝 base merges and moerges,MistralForCausalLM,Original,float16,FALSE,cc-by-nc-2.0,7,2,TRUE,2a8a49c3c3b43fc3e3d895c5faf9ca04b340eeb4,TRUE,TRUE,2024-04-01T18:36:21Z,ichigoberry/MonarchPipe-7B-slerp,https://huggingface.co/ichigoberry/MonarchPipe-7B-slerp
💬,fblgit/UNA-SOLAR-10.7B-Instruct-v1.0,74.07,70.73,88.32,66.1,72.52,83.35,63.38,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,TRUE,cc-by-nc-nd-4.0,10,16,TRUE,c63d06344214886094d7ab6c7fd5692cc59fdf0d,TRUE,TRUE,2023-12-22T08:00:22Z,fblgit/UNA-SOLAR-10.7B-Instruct-v1.0,https://huggingface.co/fblgit/UNA-SOLAR-10.7B-Instruct-v1.0
🔶,fblgit/UNA-POLAR-10.7B-InstructMath-v2,74.07,70.73,88.2,66.03,71.73,82.95,64.75,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,TRUE,cc-by-nc-nd-4.0,10,5,TRUE,b47d17b0df02e38e97f565784bb3cf948b29a6ec,TRUE,TRUE,2024-01-02T10:51:13Z,fblgit/UNA-POLAR-10.7B-InstructMath-v2,https://huggingface.co/fblgit/UNA-POLAR-10.7B-InstructMath-v2
🔶,Weyaxi/Nous-Hermes-2-SUS-Chat-34B-Slerp,74.06,66.72,84.97,77,59.23,83.58,72.86,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,FALSE,other,34,2,TRUE,511cc63b3efca6f036fdbbe15f312d0e2b7e5cf5,TRUE,TRUE,2024-01-03T14:55:50Z,Weyaxi/Nous-Hermes-2-SUS-Chat-34B-Slerp,https://huggingface.co/Weyaxi/Nous-Hermes-2-SUS-Chat-34B-Slerp
🔶,yhyu13/LMCocktail-10.7B-v1,74.06,70.65,88.13,66.21,71.03,83.35,64.97,🔶 fine-tuned on domain-specific datasets,Unknown,Original,float16,TRUE,"",10,0,FALSE,79ec3a42118f0715666b86bacab2688b62e1433b,TRUE,TRUE,2023-12-20T08:39:24Z,yhyu13/LMCocktail-10.7B-v1,https://huggingface.co/yhyu13/LMCocktail-10.7B-v1
🔶,Yhyu13/LMCocktail-10.7B-v1,74.06,70.65,88.13,66.21,71.03,83.35,64.97,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,llama2,10,16,TRUE,79ec3a42118f0715666b86bacab2688b62e1433b,FALSE,TRUE,2023-12-22T02:53:50Z,Yhyu13/LMCocktail-10.7B-v1,https://huggingface.co/Yhyu13/LMCocktail-10.7B-v1
🤝,ichigoberry/MonarchPipe-7B-slerp,74.06,69.97,87.62,65.24,66.27,81.77,73.46,🤝 base merges and moerges,MistralForCausalLM,Original,bfloat16,FALSE,cc-by-nc-2.0,7,2,TRUE,2a8a49c3c3b43fc3e3d895c5faf9ca04b340eeb4,TRUE,TRUE,2024-04-03T08:29:02Z,ichigoberry/MonarchPipe-7B-slerp,https://huggingface.co/ichigoberry/MonarchPipe-7B-slerp
💬,kyujinpy/Sakura-SOLRCA-Instruct-DPO,74.05,71.16,88.49,66.17,72.1,82.95,63.46,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,TRUE,cc-by-nc-sa-4.0,10,0,TRUE,48977e38731685ad9a45eef6ff94d5d6f60471f2,FALSE,TRUE,2023-12-26T14:37:28Z,kyujinpy/Sakura-SOLRCA-Instruct-DPO,https://huggingface.co/kyujinpy/Sakura-SOLRCA-Instruct-DPO
🔶,fblgit/UNAversal-2x7B-v1,74.05,73.38,87.87,63.49,69.93,82.08,67.55,🔶 fine-tuned on domain-specific datasets,MixtralForCausalLM,Original,bfloat16,TRUE,apache-2.0,12,3,TRUE,514783cefac2b142adb50ee5f61dd724d62910cf,TRUE,FALSE,2024-01-09T08:46:56Z,fblgit/UNAversal-2x7B-v1,https://huggingface.co/fblgit/UNAversal-2x7B-v1
🤝,jukofyork/Dark-Miqu-70B,74.05,71.93,89.09,73.41,65.27,83.03,61.56,🤝 base merges and moerges,LlamaForCausalLM,Original,float16,FALSE,other,68,13,TRUE,2587fd78ca35cd3bbaf1d72f32d830a515d50c6d,TRUE,TRUE,2024-05-05T12:44:04Z,jukofyork/Dark-Miqu-70B,https://huggingface.co/jukofyork/Dark-Miqu-70B
🤝,nbeerbower/MaidFlameSoup-7B,74.05,70.56,87.95,65,70.22,81.77,68.76,🤝 base merges and moerges,MistralForCausalLM,Original,bfloat16,FALSE,apache-2.0,7,1,TRUE,044d4348cfdad78092813876e50791b5d049bcea,TRUE,TRUE,2024-04-16T18:15:45Z,nbeerbower/MaidFlameSoup-7B,https://huggingface.co/nbeerbower/MaidFlameSoup-7B
🔶,Kukedlc/SuperMente-7B-v4,74.04,70.48,87.63,63.35,71.46,82.08,69.22,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,FALSE,apache-2.0,7,0,TRUE,40740a963ca357bf8c37af460ce443b8564455ca,TRUE,TRUE,2024-03-15T21:18:26Z,Kukedlc/SuperMente-7B-v4,https://huggingface.co/Kukedlc/SuperMente-7B-v4
🔶,MaziyarPanahi/TheTop-5x7B-Instruct-S3-v0.1,74.03,70.9,88,65.13,64.47,83.66,72.02,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,FALSE,apache-2.0,7,2,TRUE,cce7c94dc1d178234c3616730b203c2e52f80ed2,TRUE,TRUE,2024-02-18T21:38:21Z,MaziyarPanahi/TheTop-5x7B-Instruct-S3-v0.1,https://huggingface.co/MaziyarPanahi/TheTop-5x7B-Instruct-S3-v0.1
🤝,dddsaty/Merge_Sakura_Solar,74.03,70.73,88.51,66.03,72.21,82.72,63.99,🤝 base merges and moerges,LlamaForCausalLM,Original,float16,TRUE,cc-by-nc-sa-4.0,10,1,TRUE,0cce8842b179e19e6faac936a8c44ea1ba05b6b9,TRUE,TRUE,2024-02-07T05:10:39Z,dddsaty/Merge_Sakura_Solar,https://huggingface.co/dddsaty/Merge_Sakura_Solar
🔶,arlineka/CatNyanster-34b,74.03,68.26,85.69,78.18,56.63,84.29,71.11,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,TRUE,"",34,0,FALSE,96309889e5b06d9e6f183b85a727a0f5631583e0,TRUE,TRUE,2024-04-04T02:31:05Z,arlineka/CatNyanster-34b,https://huggingface.co/arlineka/CatNyanster-34b
🤝,Aryanne/Westest-7B,74.03,72.18,88.52,64.43,66.72,86.58,65.73,🤝 base merges and moerges,MistralForCausalLM,Original,bfloat16,FALSE,cc-by-sa-4.0,7,2,TRUE,9250ae984d3a3051fb4767451a7c548b34f96445,TRUE,TRUE,2024-01-30T21:41:36Z,Aryanne/Westest-7B,https://huggingface.co/Aryanne/Westest-7B
💬,chujiezheng/tulu-2-dpo-70b-ExPO,74.02,72.7,89.29,69.61,69.99,83.19,59.36,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,bfloat16,TRUE,other,68,0,TRUE,c6c030245bdb755cd2bf26068b7ebfaef29855bb,TRUE,TRUE,2024-04-28T05:38:39Z,chujiezheng/tulu-2-dpo-70b-ExPO,https://huggingface.co/chujiezheng/tulu-2-dpo-70b-ExPO
🔶,fblgit/una-cybertron-7b-v3-OMA,74.01,73.04,87.94,63.44,69.85,82.08,67.7,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,TRUE,apache-2.0,7,13,TRUE,29c9ff0a9f5daa5adc797a34508bcca50205f34f,FALSE,TRUE,2023-12-14T05:41:01Z,fblgit/una-cybertron-7b-v3-OMA,https://huggingface.co/fblgit/una-cybertron-7b-v3-OMA
💬,kekmodel/StopCarbon-10.7B-v3,74.01,70.99,88.57,66.13,71.94,83.19,63.23,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,FALSE,cc-by-nc-4.0,10,0,TRUE,4cf314aa78f585376918a1be8b5a246edf9f4e71,TRUE,TRUE,2023-12-30T08:49:35Z,kekmodel/StopCarbon-10.7B-v3,https://huggingface.co/kekmodel/StopCarbon-10.7B-v3
💬,h2m/mhm-8x7B-FrankenMoE-v1.0,74.01,70.9,87.75,64.7,67.1,82,71.57,"💬 chat models (RLHF, DPO, IFT, ...)",MixtralForCausalLM,Original,bfloat16,FALSE,apache-2.0,46,1,TRUE,5aeee76977588d88d3faca8340c582c82cc598ce,TRUE,FALSE,2024-01-17T15:09:32Z,h2m/mhm-8x7B-FrankenMoE-v1.0,https://huggingface.co/h2m/mhm-8x7B-FrankenMoE-v1.0
🤝,macadeliccc/Laser-WestLake-2x7b,74,72.27,88.44,64.71,69.25,85.79,63.53,🤝 base merges and moerges,MixtralForCausalLM,Original,bfloat16,FALSE,apache-2.0,12,4,TRUE,0fa0bee4e763f5d9c12d414bc7e3e22a1f7f4981,TRUE,FALSE,2024-01-27T19:31:57Z,macadeliccc/Laser-WestLake-2x7b,https://huggingface.co/macadeliccc/Laser-WestLake-2x7b
🤝,allknowingroger/StarlingMaths-12B-MoE,73.98,70.14,87.05,65.23,68.95,82.16,70.36,🤝 base merges and moerges,MixtralForCausalLM,Original,bfloat16,FALSE,apache-2.0,12,0,TRUE,18505ea5dc7ee8addaa7819ac843e8dccb34cfe8,TRUE,FALSE,2024-05-04T17:24:39Z,allknowingroger/StarlingMaths-12B-MoE,https://huggingface.co/allknowingroger/StarlingMaths-12B-MoE
🔶,jsfs11/WestOrcaNeuralMarco-DPO-v2-DARETIES-7B,73.98,71.93,88.06,64.99,65.96,82.79,70.13,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,FALSE,apache-2.0,7,2,TRUE,e06b5a01d769ab898ed9b3e9052567d34d325552,TRUE,TRUE,2024-01-23T06:25:23Z,jsfs11/WestOrcaNeuralMarco-DPO-v2-DARETIES-7B,https://huggingface.co/jsfs11/WestOrcaNeuralMarco-DPO-v2-DARETIES-7B
💬,gradientai/Llama-3-70B-Instruct-Gradient-524k,73.97,66.81,85.46,76.37,53.73,82.64,78.85,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,bfloat16,TRUE,llama3,70,22,TRUE,0ff730358544407ab0eac9e35d5be245f30c7078,TRUE,TRUE,2024-05-04T06:45:45Z,gradientai/Llama-3-70B-Instruct-Gradient-524k,https://huggingface.co/gradientai/Llama-3-70B-Instruct-Gradient-524k
💬,DreadPoor/WhyAreWeStillHere-7B-slerp,73.96,71.67,88.25,64.92,68.12,85.48,65.35,"💬 chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,Original,bfloat16,TRUE,"",7,0,FALSE,e973ef8cbbd0728edfe25b3999abc24a5b50e81d,TRUE,TRUE,2024-02-17T02:51:09Z,DreadPoor/WhyAreWeStillHere-7B-slerp,https://huggingface.co/DreadPoor/WhyAreWeStillHere-7B-slerp
🟢,meta-llama/Meta-Llama-3-70B,73.96,68.77,87.98,79.23,45.56,85.32,76.88,🟢 pretrained,LlamaForCausalLM,Original,float16,TRUE,llama3,70,703,TRUE,a897071033c208db3c2fdba8a1f4b1b3e2fbb283,TRUE,TRUE,2024-04-18T17:05:50Z,meta-llama/Meta-Llama-3-70B,https://huggingface.co/meta-llama/Meta-Llama-3-70B
🤝,Eric111/Mayoroya,73.96,71.08,87.52,65.28,64.79,83.43,71.65,🤝 base merges and moerges,MistralForCausalLM,Original,bfloat16,FALSE,apache-2.0,7,0,TRUE,782a4064641e79573aa6bf5fd11ffb09baafbe6a,TRUE,TRUE,2024-02-08T21:02:32Z,Eric111/Mayoroya,https://huggingface.co/Eric111/Mayoroya
💬,NLPark/AnFeng_v3_Avocet,73.96,67.75,87.43,74.79,58.63,81.14,74,"💬 chat models (RLHF, DPO, IFT, ...)",CohereForCausalLM,Original,bfloat16,TRUE,cc-by-nc-nd-4.0,34,0,TRUE,e490fec19a769104bcb2b7f7a6400c9a0a49be4b,TRUE,TRUE,2024-05-01T12:42:18Z,NLPark/AnFeng_v3_Avocet,https://huggingface.co/NLPark/AnFeng_v3_Avocet
🔶,CausalLM/35b-beta-long,73.96,67.58,87.43,74.72,58.66,80.82,74.53,🔶 fine-tuned on domain-specific datasets,CohereForCausalLM,Original,bfloat16,TRUE,wtfpl,34,58,TRUE,306c0592bfeaad2e5b5faf04b1892d9a198df33f,TRUE,TRUE,2024-04-16T06:10:26Z,CausalLM/35b-beta-long,https://huggingface.co/CausalLM/35b-beta-long
🔶,AA051610/C0325-L,73.96,67.58,87.43,74.72,58.66,80.82,74.53,🔶 fine-tuned on domain-specific datasets,CohereForCausalLM,Original,bfloat16,TRUE,"",34,0,FALSE,130e9c0ef3ca571a17a07d18ac00d655f7880245,TRUE,TRUE,2024-03-25T02:06:02Z,AA051610/C0325-L,https://huggingface.co/AA051610/C0325-L
🤝,Kukedlc/NeuralMaths-Experiment-7b,73.95,69.71,87.48,65.01,63.83,82.48,75.21,🤝 base merges and moerges,MistralForCausalLM,Original,bfloat16,FALSE,apache-2.0,7,0,TRUE,f8a6b011d046f04f0ec6c5af909590553cc36170,TRUE,TRUE,2024-03-29T20:43:39Z,Kukedlc/NeuralMaths-Experiment-7b,https://huggingface.co/Kukedlc/NeuralMaths-Experiment-7b
🔶,zhengr/MixTAO-7Bx2-MoE-DPO,73.94,70.9,87.12,64.72,69.34,81.22,70.36,🔶 fine-tuned on domain-specific datasets,MixtralForCausalLM,Original,float16,TRUE,"",12,0,FALSE,911149cad645ccb189cb403c16bbed98df18dfd6,TRUE,FALSE,2024-01-17T10:32:08Z,zhengr/MixTAO-7Bx2-MoE-DPO,https://huggingface.co/zhengr/MixTAO-7Bx2-MoE-DPO
🔶,rishiraj/meow,73.94,70.48,88.08,66.25,70.49,83.43,64.9,🔶 fine-tuned on domain-specific datasets,Unknown,Original,bfloat16,TRUE,cc-by-nc-4.0,10,14,TRUE,d933dcd7cbb19916f4732ae7e3892a656a8c3d27,TRUE,TRUE,2023-12-14T06:54:16Z,rishiraj/meow,https://huggingface.co/rishiraj/meow
💬,vicgalle/ConfigurableSOLAR-10.7B,73.94,70.39,88.03,66.44,72.34,83.03,63.38,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,TRUE,apache-2.0,10,1,TRUE,df83494a4366e081563659e1142464029a0dec82,TRUE,TRUE,2024-03-10T19:32:54Z,vicgalle/ConfigurableSOLAR-10.7B,https://huggingface.co/vicgalle/ConfigurableSOLAR-10.7B
🤝,uygarkurt/llama-3-merged-linear,73.93,72.78,88.51,68.22,65.46,79.48,69.14,🤝 base merges and moerges,LlamaForCausalLM,Original,float16,TRUE,mit,8,6,TRUE,3a053dd8d2e9117544bf9f608beafb1aabe7b09c,TRUE,TRUE,2024-05-09T14:46:06Z,uygarkurt/llama-3-merged-linear,https://huggingface.co/uygarkurt/llama-3-merged-linear
💬,viethq188/LeoScorpius-7B-Chat-DPO,73.92,70.48,87.97,65.08,68.83,82.08,69.07,"💬 chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,Original,float16,TRUE,apache-2.0,7,14,TRUE,6e6e0a6e5c309acbe124a8055138ea5a4f2e56d1,FALSE,TRUE,2023-12-13T16:22:27Z,viethq188/LeoScorpius-7B-Chat-DPO,https://huggingface.co/viethq188/LeoScorpius-7B-Chat-DPO
💬,Aratako/Beyonder-4x7B-random-lora,73.91,71.25,87.4,64.78,70.49,82.16,67.4,"💬 chat models (RLHF, DPO, IFT, ...)",MixtralForCausalLM,Original,bfloat16,TRUE,"",24,0,FALSE,8f080b4c72bd00b2254f30e260cafa2f65096243,TRUE,TRUE,2024-04-01T16:53:49Z,Aratako/Beyonder-4x7B-random-lora,https://huggingface.co/Aratako/Beyonder-4x7B-random-lora
